URL,cookie_name,cookie_value,domain,path,expiry,secure,httpOnly,sameSite,size,server,HSTS,X-Frame-Options,CSP,HTTPS
vans.com.pe,_fbp,fb.2.1728457125158.638802499343152878,.vans.com.pe,/,1736233125,False,False,Lax,37,cloudflare,max-age=7889238,DENY,block-all-mixed-content; frame-ancestors 'none'; upgrade-insecure-requests;,Yes
vans.com.pe,_ga_W8MVS3RVNH,GS1.1.1728457124.1.0.1728457124.60.0.0,.vans.com.pe,/,1763017125,False,False,Lax,38,cloudflare,max-age=7889238,DENY,block-all-mixed-content; frame-ancestors 'none'; upgrade-insecure-requests;,Yes
vans.com.pe,_ga,GA1.1.1990273265.1728457125,.vans.com.pe,/,1763017125,False,False,Lax,27,cloudflare,max-age=7889238,DENY,block-all-mixed-content; frame-ancestors 'none'; upgrade-insecure-requests;,Yes
vans.com.pe,_gid,GA1.3.1646705347.1728457125,.vans.com.pe,/,1728543524,False,False,Lax,27,cloudflare,max-age=7889238,DENY,block-all-mixed-content; frame-ancestors 'none'; upgrade-insecure-requests;,Yes
vans.com.pe,_gat,1,.vans.com.pe,/,1728457184,False,False,Lax,1,cloudflare,max-age=7889238,DENY,block-all-mixed-content; frame-ancestors 'none'; upgrade-insecure-requests;,Yes
vans.com.pe,__kla_id,eyJjaWQiOiJZV1JpT1dNM1lqY3RZelE1TmkwMFlXWXlMV0UzTmpjdE9EQXpZakJpTkdFMVl6SmoiLCIkcmVmZXJyZXIiOnsidHMiOjE3Mjg0NTcxMjUsInZhbHVlIjoiIiwiZmlyc3RfcGFnZSI6Imh0dHBzOi8vdmFucy5jb20ucGUvIn0sIiRsYXN0X3JlZmVycmVyIjp7InRzIjoxNzI4NDU3MTI1LCJ2YWx1ZSI6IiIsImZpcnN0X3BhZ2UiOiJodHRwczovL3ZhbnMuY29tLnBlLyJ9fQ==,vans.com.pe,/,1763017124,False,False,Lax,292,cloudflare,max-age=7889238,DENY,block-all-mixed-content; frame-ancestors 'none'; upgrade-insecure-requests;,Yes
vans.com.pe,_shopify_sa_t,2024-10-09T06%3A58%3A44.314Z,.vans.com.pe,/,1728458924,False,False,Lax,28,cloudflare,max-age=7889238,DENY,block-all-mixed-content; frame-ancestors 'none'; upgrade-insecure-requests;,Yes
vans.com.pe,_gcl_au,1.1.612397341.1728457125,.vans.com.pe,/,1736233124,False,False,Lax,24,cloudflare,max-age=7889238,DENY,block-all-mixed-content; frame-ancestors 'none'; upgrade-insecure-requests;,Yes
vans.com.pe,secure_customer_sig,,vans.com.pe,/,1759993124,True,True,Lax,0,cloudflare,max-age=7889238,DENY,block-all-mixed-content; frame-ancestors 'none'; upgrade-insecure-requests;,Yes
vans.com.pe,_landing_page,%2F,.vans.com.pe,/,1729666723,False,True,Lax,3,cloudflare,max-age=7889238,DENY,block-all-mixed-content; frame-ancestors 'none'; upgrade-insecure-requests;,Yes
vans.com.pe,keep_alive,0a7bec88-d25f-4017-9e37-a8c518b02c99,vans.com.pe,/,1728458923,False,True,Lax,36,cloudflare,max-age=7889238,DENY,block-all-mixed-content; frame-ancestors 'none'; upgrade-insecure-requests;,Yes
vans.com.pe,_shopify_s,8f62595c-b989-4405-92ee-6225ea657f98,.vans.com.pe,/,1728458924,False,False,Lax,36,cloudflare,max-age=7889238,DENY,block-all-mixed-content; frame-ancestors 'none'; upgrade-insecure-requests;,Yes
vans.com.pe,_orig_referrer,,.vans.com.pe,/,1729666723,False,True,Lax,0,cloudflare,max-age=7889238,DENY,block-all-mixed-content; frame-ancestors 'none'; upgrade-insecure-requests;,Yes
