URL,cookie_name,cookie_value,domain,path,expiry,secure,httpOnly,sameSite,size,server,HSTS,X-Frame-Options,CSP,HTTPS
milkblues.com,_tracking_consent,%7B%22con%22%3A%7B%22CMP%22%3A%7B%22a%22%3A%22%22%2C%22m%22%3A%22%22%2C%22p%22%3A%22%22%2C%22s%22%3A%22%22%7D%7D%2C%22v%22%3A%222.1%22%2C%22region%22%3A%22PELMA%22%2C%22reg%22%3A%22%22%2C%22purposes%22%3A%7B%22a%22%3Atrue%2C%22p%22%3Atrue%2C%22m%22%3Atrue%2C%22t%22%3Atrue%7D%2C%22display_banner%22%3Afalse%2C%22sale_of_data_region%22%3Afalse%7D,.milkblues.com,/,1759993990,False,False,Lax,345,cloudflare,max-age=7889238,DENY,block-all-mixed-content; frame-ancestors 'none'; upgrade-insecure-requests;,Yes
milkblues.com,_gcl_au,1.1.1592156260.1728457991,.milkblues.com,/,1736233990,False,False,Lax,25,cloudflare,max-age=7889238,DENY,block-all-mixed-content; frame-ancestors 'none'; upgrade-insecure-requests;,Yes
milkblues.com,_fbp,fb.1.1728457989798.528889843784464257,.milkblues.com,/,1736233990,False,False,Lax,37,cloudflare,max-age=7889238,DENY,block-all-mixed-content; frame-ancestors 'none'; upgrade-insecure-requests;,Yes
milkblues.com,_ga_FQ3LL645MJ,GS1.1.1728457990.1.0.1728457990.0.0.0,.milkblues.com,/,1763017990,False,False,Lax,37,cloudflare,max-age=7889238,DENY,block-all-mixed-content; frame-ancestors 'none'; upgrade-insecure-requests;,Yes
milkblues.com,unique_interaction_id,f07ef7c1-5a0e-45f7-a7e1-fdc99f5c7494,milkblues.com,/,1728458590,False,False,Lax,36,cloudflare,max-age=7889238,DENY,block-all-mixed-content; frame-ancestors 'none'; upgrade-insecure-requests;,Yes
milkblues.com,cart_sig,5c30d1d36e2474fcded77bc397c1607a,milkblues.com,/,1731136390,False,True,Lax,32,cloudflare,max-age=7889238,DENY,block-all-mixed-content; frame-ancestors 'none'; upgrade-insecure-requests;,Yes
milkblues.com,_ga,GA1.1.892257172.1728457990,.milkblues.com,/,1763017990,False,False,Lax,26,cloudflare,max-age=7889238,DENY,block-all-mixed-content; frame-ancestors 'none'; upgrade-insecure-requests;,Yes
milkblues.com,_gat,1,.milkblues.com,/,1728458050,False,False,Lax,1,cloudflare,max-age=7889238,DENY,block-all-mixed-content; frame-ancestors 'none'; upgrade-insecure-requests;,Yes
milkblues.com,_shopify_sa_t,2024-10-09T07%3A13%3A09.846Z,.milkblues.com,/,1728459789,False,False,Lax,28,cloudflare,max-age=7889238,DENY,block-all-mixed-content; frame-ancestors 'none'; upgrade-insecure-requests;,Yes
milkblues.com,_gat_UA-73769597-32,1,.milkblues.com,/,1728458050,False,False,Lax,1,cloudflare,max-age=7889238,DENY,block-all-mixed-content; frame-ancestors 'none'; upgrade-insecure-requests;,Yes
milkblues.com,_cmp_a,%7B%22purposes%22%3A%7B%22a%22%3Atrue%2C%22p%22%3Atrue%2C%22m%22%3Atrue%2C%22t%22%3Atrue%7D%2C%22display_banner%22%3Afalse%2C%22sale_of_data_region%22%3Afalse%7D,.milkblues.com,/,1728544390,False,False,Lax,161,cloudflare,max-age=7889238,DENY,block-all-mixed-content; frame-ancestors 'none'; upgrade-insecure-requests;,Yes
milkblues.com,cart_ts,1728457990,milkblues.com,/,1731136390,False,True,Lax,10,cloudflare,max-age=7889238,DENY,block-all-mixed-content; frame-ancestors 'none'; upgrade-insecure-requests;,Yes
milkblues.com,cart,Z2NwLXVzLWVhc3QxOjAxSjlSMVpSNDFZSkVQR1dXOFRRRDZGM0ND%3Fkey%3D31cf29b14d59df5586a487ba7285322d,milkblues.com,/,1731136390,False,False,Lax,93,cloudflare,max-age=7889238,DENY,block-all-mixed-content; frame-ancestors 'none'; upgrade-insecure-requests;,Yes
milkblues.com,_shopify_s,24285b62-013e-4227-9d5f-cb4545759d01,.milkblues.com,/,1728459792,False,False,Lax,36,cloudflare,max-age=7889238,DENY,block-all-mixed-content; frame-ancestors 'none'; upgrade-insecure-requests;,Yes
milkblues.com,_gid,GA1.2.1320638588.1728457990,.milkblues.com,/,1728544390,False,False,Lax,27,cloudflare,max-age=7889238,DENY,block-all-mixed-content; frame-ancestors 'none'; upgrade-insecure-requests;,Yes
milkblues.com,_orig_referrer,,.milkblues.com,/,1729667588,False,True,Lax,0,cloudflare,max-age=7889238,DENY,block-all-mixed-content; frame-ancestors 'none'; upgrade-insecure-requests;,Yes
milkblues.com,_landing_page,%2F,.milkblues.com,/,1729667588,False,True,Lax,3,cloudflare,max-age=7889238,DENY,block-all-mixed-content; frame-ancestors 'none'; upgrade-insecure-requests;,Yes
milkblues.com,_shopify_y,eda569fa-e877-46c0-8e5a-fa65ebdc38b5,.milkblues.com,/,1759993992,False,False,Lax,36,cloudflare,max-age=7889238,DENY,block-all-mixed-content; frame-ancestors 'none'; upgrade-insecure-requests;,Yes
milkblues.com,secure_customer_sig,,milkblues.com,/,1759993992,True,True,Lax,0,cloudflare,max-age=7889238,DENY,block-all-mixed-content; frame-ancestors 'none'; upgrade-insecure-requests;,Yes
milkblues.com,keep_alive,afd17486-bba5-4db1-8a30-8006456c50f7,milkblues.com,/,1728459790,False,True,Lax,36,cloudflare,max-age=7889238,DENY,block-all-mixed-content; frame-ancestors 'none'; upgrade-insecure-requests;,Yes
milkblues.com,_ga_BPWHV0HP4P,GS1.1.1728457990.1.0.1728457990.60.0.0,.milkblues.com,/,1763017990,False,False,Lax,38,cloudflare,max-age=7889238,DENY,block-all-mixed-content; frame-ancestors 'none'; upgrade-insecure-requests;,Yes
milkblues.com,_shopify_sa_p,,.milkblues.com,/,1728459789,False,False,Lax,0,cloudflare,max-age=7889238,DENY,block-all-mixed-content; frame-ancestors 'none'; upgrade-insecure-requests;,Yes
milkblues.com,dynamic_checkout_shown_on_cart,1,milkblues.com,/,,False,False,Lax,1,cloudflare,max-age=7889238,DENY,block-all-mixed-content; frame-ancestors 'none'; upgrade-insecure-requests;,Yes
milkblues.com,localization,PE,milkblues.com,/,1759993990,False,False,Lax,2,cloudflare,max-age=7889238,DENY,block-all-mixed-content; frame-ancestors 'none'; upgrade-insecure-requests;,Yes
mouser.pe,_abck,E6DB774B5DCDE890443F07116398A039~-1~YAAQLx3VF+4NB2+SAQAAnAcgcAxqXRYkA0knPz3JjPL8AnN8Pb9fnb7SSX71npGTzQhJpaO7bmIG1Mi7jqDyImQq/SLzV/A4sg7+R3YgSpApDjRVJeB1sHN9UEO9Irm/xR1LF2YCUgYoubuDI7HrF/ksb++grNk3tnBwnjzSiRgajxjiGADl6NARxrhRiZEdIj6kwSRIQARmU3+kVGbtmwh0gxmQHVSFNqC2erFz7nLlNRuANn79qrbGkQdh4IPK0e/voTOFnQn33Z8tyef1d9Y2yCPxoVFHFtiC16cg0XsHuz1OB8iguKcWfUucdnZ1fI7lwreMcFnTXxq3YY6Xe13sWkcaW1YziZqNc2Mf654HAaOSW3y2sIaLak8sFiNlfQvFRY6B2P0Xn0c/q+RjfC5t5X/vQY+ifcF6Er0DLEYJQDgFOMxmOLrJ+5nnZvpcL53e1NXu~-1~||0||~-1,.mouser.pe,/,1759994000,True,False,None,504,No Data,No Data,No Data,No Data,Yes
mouser.pe,bm_sz,9EC9D821D05589ED74BC24BE773207AF~YAAQLx3VF+cNB2+SAQAAqgIgcBm0rZwE7cu+rsl/eGBR4GMykEEAlUaSExyH+eGN2CCfv4Eo3LI98ZgzZoOIM0aRnewjeW2OWyq71F7eDnO3KH2ZeztDYFCCGqXPByz0VGFlhWTduL7pwXxOHbCyLze/gQNHwBH2ulVR4F6AseVlmiDLvNJl7jy/f2Nd501dKvRV9aj5aNyz/EH9+uNgJJ3oi3kKjiOVR+HyuBT1uELjkKOXcX/ODScgS81J7D0J54UCQUg0YwmvudzecHCMWzCfto6SiF0Ayo7bf4D29evkGpXGs+K4Z/jnhxXw79l4AXu5aGGICRKc+23LaUqvnymSnhHnS7Jm5vQ0LTcSmBzgeeTaiVPYiQay4JJGh2wpiPaiQxHjmLAK6Q==~3228213~3162933,.mouser.pe,/,1728472395,True,False,None,449,No Data,No Data,No Data,No Data,Yes
mouser.pe,akacd_Default_PR,3905910794~rv=24~id=ea2c277a9e37ef60ca5d28bbf23f0d53,www.mouser.pe,/,,True,False,None,52,No Data,No Data,No Data,No Data,Yes
mouser.pe,datadome,X8X6Gb45qa8dMQmMUNAfKpuPOzAbFr073RqtjJlIPoKKrEb3FLs53428Uv3WJi0rCgn6PL9Asllv_uddEhZZwRMEPiOUZG6eDVKY6RyXpU4KdTDn9yPuA~Ari~9jB2sj,.mouser.pe,/,1759993999,True,False,None,128,No Data,No Data,No Data,No Data,Yes
dc.com.pe,_fbp,fb.1.1728458016442.200178766910318818,.dolcecapriccio.pe,/,1736234016,False,False,Lax,37,No Data,No Data,No Data,No Data,Yes
dc.com.pe,nasa_curent_per_shipping,0,dolcecapriccio.pe,/,1729062816,False,False,Lax,1,No Data,No Data,No Data,No Data,Yes
dc.com.pe,_ga,GA1.1.809403233.1728458016,.dolcecapriccio.pe,/,1763018016,False,False,Lax,26,No Data,No Data,No Data,No Data,Yes
dc.com.pe,sbjs_session,pgs%3D1%7C%7C%7Ccpg%3Dhttps%3A%2F%2Fdolcecapriccio.pe%2F,.dolcecapriccio.pe,/,1728459815,False,False,Lax,56,No Data,No Data,No Data,No Data,Yes
dc.com.pe,sbjs_first,typ%3Dtypein%7C%7C%7Csrc%3D%28direct%29%7C%7C%7Cmdm%3D%28none%29%7C%7C%7Ccmp%3D%28none%29%7C%7C%7Ccnt%3D%28none%29%7C%7C%7Ctrm%3D%28none%29%7C%7C%7Cid%3D%28none%29,.dolcecapriccio.pe,/,,False,False,Lax,163,No Data,No Data,No Data,No Data,Yes
dc.com.pe,sbjs_current_add,fd%3D2024-10-09%2007%3A13%3A35%7C%7C%7Cep%3Dhttps%3A%2F%2Fdolcecapriccio.pe%2F%7C%7C%7Crf%3D%28none%29,.dolcecapriccio.pe,/,,False,False,Lax,102,No Data,No Data,No Data,No Data,Yes
