URL,cookie_name,cookie_value,domain,path,expiry,secure,httpOnly,sameSite,size,server,HSTS,X-Frame-Options,CSP,HTTPS
falabella.com.pe,__CO_exp,comCo-26,www.falabella.com.pe,/,1759991248,False,False,Lax,8,cloudflare,max-age=15552000; includeSubDomains,SAMEORIGIN,No Data,Yes
falabella.com.pe,zones,"[""IBIS_51"",""PPE3342"",""PPE3361"",""PPE1112"",""PPE3384"",""912_LIMA_2"",""PPE1280"",""150000"",""PPE4"",""912_LIMA_1"",""PPE1279"",""150101"",""PPE344"",""PPE3059"",""PPE2492"",""IMP_2"",""PPE3331"",""PPE3357"",""PPE1091"",""PERF_TEST"",""PPE1653"",""PPE2486"",""OLVAA_81"",""PPE2815"",""IMP_1"",""PPE3164"",""PPE2918"",""URBANO_83"",""PPE2429"",""PPE3152"",""PPE3479"",""PPE3483"",""PPE3394"",""LIMA_URB1_DIRECTO"",""PPE2511"",""IBIS_19"",""PPE1382"",""IBIS_3PL_83"",""PPE3248""]",.falabella.com.pe,/,1763015247,False,False,Lax,406,cloudflare,max-age=15552000; includeSubDomains,SAMEORIGIN,No Data,Yes
falabella.com.pe,seller_experience,MARKETPLACE,www.falabella.com.pe,/,1728458844,False,False,Lax,11,cloudflare,max-age=15552000; includeSubDomains,SAMEORIGIN,No Data,Yes
falabella.com.pe,experience,CATALYST,www.falabella.com.pe,/,1759991248,False,False,Lax,8,cloudflare,max-age=15552000; includeSubDomains,SAMEORIGIN,No Data,Yes
falabella.com.pe,_ttp,VJiWwVgJwzOxe8KvzPL6KNYpNmE,.falabella.com.pe,/,1762151249,False,False,Lax,27,cloudflare,max-age=15552000; includeSubDomains,SAMEORIGIN,No Data,Yes
falabella.com.pe,__CONTENT_exp,ct-20,.falabella.com.pe,/,,False,False,Lax,5,cloudflare,max-age=15552000; includeSubDomains,SAMEORIGIN,No Data,Yes
falabella.com.pe,zoneData,eyJ6b25lSUQiOiIxNTAwMDAiLCJ6b25lTmFtZSI6IkxJTUEifQ==,.falabella.com.pe,/,1763015247,False,False,Lax,52,cloudflare,max-age=15552000; includeSubDomains,SAMEORIGIN,No Data,Yes
falabella.com.pe,__cf_bm,frKYsjhU5cJtsGTxWVkV0rlZRet.MYeUIsqts1QLTZ8-1728455244-1.0.1.1-Tg2Qsy3jbU7XDoHqH6UKR1MtawFPdHkklQYDeC8.EjuvKKbzU3wDs73o9slsoNmgMJSKYcmYTdowYuaSMUUm1VKHg.aeS.XvRbAIps2WESs,.falabella.com.pe,/,1728457044,True,True,None,170,cloudflare,max-age=15552000; includeSubDomains,SAMEORIGIN,No Data,Yes
perurail.com,_ga_KMVW2LD67E,GS1.1.1728455255.1.0.1728455255.60.0.216381578,.perurail.com,/,1763015257,False,False,Lax,46,Apache/2.4.57 (AlmaLinux) OpenSSL/3.0.7,max-age=63072000; includeSubDomains; preload,SAMEORIGIN,No Data,Yes
perurail.com,_gcl_au,1.1.2086536550.1728455257,.perurail.com,/,1736231257,False,False,Lax,25,Apache/2.4.57 (AlmaLinux) OpenSSL/3.0.7,max-age=63072000; includeSubDomains; preload,SAMEORIGIN,No Data,Yes
perurail.com,_uetsid,93f08920860711ef95188db06879a9d5,.perurail.com,/,1728541657,False,False,Lax,32,Apache/2.4.57 (AlmaLinux) OpenSSL/3.0.7,max-age=63072000; includeSubDomains; preload,SAMEORIGIN,No Data,Yes
perurail.com,wp-wpml_current_language,en,www.perurail.com,/,,False,False,Lax,2,Apache/2.4.57 (AlmaLinux) OpenSSL/3.0.7,max-age=63072000; includeSubDomains; preload,SAMEORIGIN,No Data,Yes
perurail.com,_ga,GA1.1.900151012.1728455257,.perurail.com,/,1763015257,False,False,Lax,26,Apache/2.4.57 (AlmaLinux) OpenSSL/3.0.7,max-age=63072000; includeSubDomains; preload,SAMEORIGIN,No Data,Yes
perurail.com,_tt_enable_cookie,1,.perurail.com,/,1762151255,False,False,Lax,1,Apache/2.4.57 (AlmaLinux) OpenSSL/3.0.7,max-age=63072000; includeSubDomains; preload,SAMEORIGIN,No Data,Yes
perurail.com,site24x7rumID,168864537739137.1728455251565.1728455251565,www.perurail.com,/,1763015257,True,False,Strict,43,Apache/2.4.57 (AlmaLinux) OpenSSL/3.0.7,max-age=63072000; includeSubDomains; preload,SAMEORIGIN,No Data,Yes
perurail.com,_ttp,b7bDgQ3tLFNodSPiHpPNX-FIcvV,.perurail.com,/,1762151255,False,False,Lax,27,Apache/2.4.57 (AlmaLinux) OpenSSL/3.0.7,max-age=63072000; includeSubDomains; preload,SAMEORIGIN,No Data,Yes
perurail.com,_uetvid,93f10e30860711ef85c0f79836906cec,.perurail.com,/,1762151257,False,False,Lax,32,Apache/2.4.57 (AlmaLinux) OpenSSL/3.0.7,max-age=63072000; includeSubDomains; preload,SAMEORIGIN,No Data,Yes
perurail.com,cookieyes-consent,"consentid:NjhBQ2RyMmd6RTNZd0c1RXB3VnNrQWgyZE96c0F6V1g,consent:,action:,necessary:,functional:,analytics:,performance:,advertisement:,other:",.perurail.com,/,1759991254,True,False,Strict,139,Apache/2.4.57 (AlmaLinux) OpenSSL/3.0.7,max-age=63072000; includeSubDomains; preload,SAMEORIGIN,No Data,Yes
oechsle.pe,_clsk,10xg47n%7C1728455262619%7C1%7C1%7Cl.clarity.ms%2Fcollect,.oechsle.pe,/,1728541662,False,False,Lax,56,No Data,max-age=15552000,No Data,upgrade-insecure-requests,Yes
oechsle.pe,_uetvid,9683f490860711ef8a66b7d281cd4f63,.oechsle.pe,/,1762151261,False,False,Lax,32,No Data,max-age=15552000,No Data,upgrade-insecure-requests,Yes
oechsle.pe,_uetsid,9683aa10860711ef92ceb13382fc88a4,.oechsle.pe,/,1728541661,False,False,Lax,32,No Data,max-age=15552000,No Data,upgrade-insecure-requests,Yes
oechsle.pe,_ga_0JZS7CLH7Y,GS1.1.1728455261.1.0.1728455263.58.0.0,.oechsle.pe,/,1763015263,False,False,Lax,38,No Data,max-age=15552000,No Data,upgrade-insecure-requests,Yes
oechsle.pe,biggy-anonymous,Jh82CbBNh8NbgOUlGJAuG,.oechsle.pe,/,1759991262,False,False,Lax,21,No Data,max-age=15552000,No Data,upgrade-insecure-requests,Yes
oechsle.pe,vtex_segment,eyJjYW1wYWlnbnMiOm51bGwsImNoYW5uZWwiOiIxIiwicHJpY2VUYWJsZXMiOm51bGwsInJlZ2lvbklkIjpudWxsLCJ1dG1fY2FtcGFpZ24iOm51bGwsInV0bV9zb3VyY2UiOm51bGwsInV0bWlfY2FtcGFpZ24iOm51bGwsImN1cnJlbmN5Q29kZSI6IlBFTiIsImN1cnJlbmN5U3ltYm9sIjoiUy8iLCJjb3VudHJ5Q29kZSI6IlBFUiIsImN1bHR1cmVJbmZvIjoiZXMtUEUiLCJjaGFubmVsUHJpdmFjeSI6InB1YmxpYyJ9,www.oechsle.pe,/,1728887261,True,True,Lax,316,No Data,max-age=15552000,No Data,upgrade-insecure-requests,Yes
oechsle.pe,biggy-session-oechsle,JGz8CSBbP25z6giYTzCTP,.oechsle.pe,/,1728457062,False,False,Lax,21,No Data,max-age=15552000,No Data,upgrade-insecure-requests,Yes
oechsle.pe,__rtbh.uid,%7B%22eventType%22%3A%22uid%22%2C%22expiryDate%22%3A%222025-10-09T06%3A27%3A41.756Z%22%7D,www.oechsle.pe,/,1759991261,True,False,None,89,No Data,max-age=15552000,No Data,upgrade-insecure-requests,Yes
oechsle.pe,SGTS,D0EE0FD9A605F6EEA25E48D1F395C18D,.www.oechsle.pe,/,1728465341,False,False,Lax,32,No Data,max-age=15552000,No Data,upgrade-insecure-requests,Yes
oechsle.pe,rcuid,6706225dcf2268b22b50ba56,.oechsle.pe,/,1759991261,False,False,Lax,24,No Data,max-age=15552000,No Data,upgrade-insecure-requests,Yes
oechsle.pe,_tt_enable_cookie,1,.oechsle.pe,/,1762151261,False,False,Lax,1,No Data,max-age=15552000,No Data,upgrade-insecure-requests,Yes
oechsle.pe,bsearch-navigation-info,%7B%22bing%22%3Afalse%2C%22google%22%3Afalse%7D,www.oechsle.pe,/,1728457061,False,False,Lax,47,No Data,max-age=15552000,No Data,upgrade-insecure-requests,Yes
oechsle.pe,vtex_session,eyJhbGciOiJFUzI1NiIsImtpZCI6IkQxOTdBNERDOENBMjdGQ0EzQjk3MjMwNjFGRDU4QjdGREI0QzI3NUUiLCJ0eXAiOiJqd3QifQ.eyJhY2NvdW50LmlkIjoiNWFkNjRiZjMtNGZiOS00MDY0LWEzMTktZWI0YWI2N2I0MzYxIiwiaWQiOiJhNDBmYTVkNy02YTM2LTQzMWMtODA4Ni04N2VmZjZiOTliNjUiLCJ2ZXJzaW9uIjoyLCJzdWIiOiJzZXNzaW9uIiwiYWNjb3VudCI6InNlc3Npb24iLCJleHAiOjE3MjkxNDY0NjEsImlhdCI6MTcyODQ1NTI2MSwiaXNzIjoidG9rZW4tZW1pdHRlciIsImp0aSI6ImJlYzM3NzZiLTYyMGUtNDlkYy1iMzkxLTA1YzM0ZjU0MzE3YyJ9.tCWxcbySj4HAkm9NOKQBSPmZBRNf8dn7XcO_3wIaZEDUHpMyPBSoY3vBWgkw1NNKMH7VlVfVRepJZXto6-YwJw,www.oechsle.pe,/,1728887261,True,True,Lax,518,No Data,max-age=15552000,No Data,upgrade-insecure-requests,Yes
oechsle.pe,clientiditc,DO1.976084488.1728455261425,www.oechsle.pe,/,1763015261,False,False,Lax,27,No Data,max-age=15552000,No Data,upgrade-insecure-requests,Yes
oechsle.pe,rrpvid,64451322170704,.oechsle.pe,/,1759991261,False,False,Lax,14,No Data,max-age=15552000,No Data,upgrade-insecure-requests,Yes
oechsle.pe,_fbp,fb.1.1728455261719.235406847322471717,.oechsle.pe,/,1736231261,False,False,Lax,37,No Data,max-age=15552000,No Data,upgrade-insecure-requests,Yes
oechsle.pe,VTEXSC,sc=1,.www.oechsle.pe,/,1728530861,True,False,Lax,4,No Data,max-age=15552000,No Data,upgrade-insecure-requests,Yes
oechsle.pe,_gcl_au,1.1.427754725.1728455261,.oechsle.pe,/,1736231260,False,False,Lax,24,No Data,max-age=15552000,No Data,upgrade-insecure-requests,Yes
oechsle.pe,checkout.vtex.com,__ofid=39981bd87f284df0ab63243763e1bcd5,.www.oechsle.pe,/,1744007260,True,True,Lax,39,No Data,max-age=15552000,No Data,upgrade-insecure-requests,Yes
oechsle.pe,CheckoutOrderFormOwnership,,.www.oechsle.pe,/,1744007260,True,True,Strict,0,No Data,max-age=15552000,No Data,upgrade-insecure-requests,Yes
oechsle.pe,_ttp,0UqgTAEnUILc8c8DnkdUqy8As7a,.oechsle.pe,/,1762151261,False,False,Lax,27,No Data,max-age=15552000,No Data,upgrade-insecure-requests,Yes
oechsle.pe,ISSMB,ScreenMedia=0&UserAcceptMobile=False,.www.oechsle.pe,/,,False,False,Lax,36,No Data,max-age=15552000,No Data,upgrade-insecure-requests,Yes
oechsle.pe,_ga,GA1.1.1997100708.1728455261,.oechsle.pe,/,1763015261,False,False,Lax,27,No Data,max-age=15552000,No Data,upgrade-insecure-requests,Yes
oechsle.pe,biggy-event-queue,,.oechsle.pe,/,,False,False,Lax,0,No Data,max-age=15552000,No Data,upgrade-insecure-requests,Yes
oechsle.pe,VtexRCMacIdv7,65914d59-84c1-4928-b64b-42ba8cefcd3f,.www.oechsle.pe,/,1759991260,False,False,Lax,36,No Data,max-age=15552000,No Data,upgrade-insecure-requests,Yes
oechsle.pe,_clck,1wgpo9i%7C2%7Cfpv%7C0%7C1743,.oechsle.pe,/,1759991261,False,False,Lax,28,No Data,max-age=15552000,No Data,upgrade-insecure-requests,Yes
oechsle.pe,__rtbh.lid,%7B%22eventType%22%3A%22lid%22%2C%22id%22%3A%223y3zooMpb59SQpOXRWCh%22%2C%22expiryDate%22%3A%222025-10-09T06%3A27%3A41.633Z%22%7D,www.oechsle.pe,/,1759991261,True,False,None,129,No Data,max-age=15552000,No Data,upgrade-insecure-requests,Yes
oechsle.pe,gtm_session_start,1728455261003,www.oechsle.pe,/,1728457061,False,False,Lax,13,No Data,max-age=15552000,No Data,upgrade-insecure-requests,Yes
oechsle.pe,VtexRCSessionIdv7,3d16735d-87f0-4181-bd3c-fd3019e71864,.www.oechsle.pe,/,1728457061,False,False,Lax,36,No Data,max-age=15552000,No Data,upgrade-insecure-requests,Yes
oechsle.pe,rr-testCookie,testvalue,.oechsle.pe,/,1728455271,False,False,Lax,9,No Data,max-age=15552000,No Data,upgrade-insecure-requests,Yes
oechsle.pe,janus_sid,7652b3a6-f279-45c0-95c1-a4569428e190,.www.oechsle.pe,/,1728714390,False,False,Lax,36,No Data,max-age=15552000,No Data,upgrade-insecure-requests,Yes
psnprofiles.com,cf_clearance,DYXn6gT7uva5RMF5Pii1yzE3BBU6lpgD.0JNCkG2.VA-1728455268-1.2.1.1-48IUUkSmh_BrWIdZj3Yk7rzgy.2vOhe0nAJBbIAMABcEkopeTlISGs1o4U17HRPhcPsE7l6HFelxqy.gu1RHY_SHCEYFGpPhVPJqXJbsgF77gnA9ZOsvMpp_A4dDwOG1_.QFcXe8eCF.9UbNtkWlIozubiN3t85rKtfoSO5cOrwg1pVXQmbnxFsdyPf0iLRmZ6GciocGhCi8Bkaim.eZMemI6RISgVl9v6KOp_Qy7HZSsHl_zB_cdE1WU2SikK4zbyV1jeMCQdgX2OnCc59HQkLwWeQrF4E75j3cVgagLH04BxTT19ZQSE2Mtl4hE8KktUSohIsGhth.WbWIMBLCAw189ApyiIcf2nJEAIyLF6Fm0DqyKsgSnMiNqkhnj.7C,.psnprofiles.com,/,1759991268,True,True,None,447,cloudflare,max-age=15552000,SAMEORIGIN,No Data,Yes
psnprofiles.com,_ga_0CPE0JFSCT,GS1.1.1728455268.1.0.1728455268.0.0.0,.psnprofiles.com,/,1763015268,False,False,Lax,37,cloudflare,max-age=15552000,SAMEORIGIN,No Data,Yes
psnprofiles.com,_ga,GA1.1.108777192.1728455268,.psnprofiles.com,/,1763015268,False,False,Lax,26,cloudflare,max-age=15552000,SAMEORIGIN,No Data,Yes
psnprofiles.com,_ga_K2YBLMMXT9,GS1.1.1728455267.1.0.1728455267.0.0.0,.psnprofiles.com,/,1763015267,False,False,Lax,37,cloudflare,max-age=15552000,SAMEORIGIN,No Data,Yes
psnprofiles.com,psnprofiles_session,eyJpdiI6Ing3NjhTOXlhVTA4a3ZtSlZSSGtlM3c9PSIsInZhbHVlIjoid2U0U2VSTkkwSncyOTBKemxGWEVlTGhraXRVNHREd05CQUN2NWorczdJcWdmTm14SmFGMUlZQVBmZnM0dHVKciIsIm1hYyI6IjA5N2NkMjBlNTlhNTkyODJlZWEyZGEzYWM4OWY5Mjk4YzM0NTRjYzJiOTRjYmFlYTcwY2JkMGRlNGM0M2M3ZjIifQ%3D%3D,psnprofiles.com,/,1728462467,False,True,Lax,248,cloudflare,max-age=15552000,SAMEORIGIN,No Data,Yes
psnprofiles.com,XSRF-TOKEN,eyJpdiI6Imt0SWtYK3gzS2hTYmFvU1MxZE5EOWc9PSIsInZhbHVlIjoiRFN6RTIrQkdXZDN2U3Y1TnNlb2Vnam91ZVhoWGN2VFNqazd4MXExVzAxSXBnQ0hycWRMd0VGUUR2MlJ6YmF1TyIsIm1hYyI6Ijg1ODA0ZmNiOWUyNTNjYTIyOGQxZjc5N2JmN2Y1ZWRiMzEzYWFhODkxYzQ4MDQzODIzMTU3YmUyOWQ2YTQxM2EifQ%3D%3D,psnprofiles.com,/,1728462467,False,False,Lax,248,cloudflare,max-age=15552000,SAMEORIGIN,No Data,Yes
mercadolibre.com.pe,_mldataSessionId,de074224-c830-47c0-0a30-cb9f3feec7e8,.mercadolibre.com.pe,/,1728457071,True,False,None,36,Tengine,max-age=15552000; includeSubDomains,No Data,script-src 'nonce-rAZgPHdY9ndsbBdfjdU6vg==' 'strict-dynamic' https: 'report-sample'; base-uri 'none'; report-uri https://events.mercadolibre.com/csp/reports?identifier=FVGBEH6AMJ2GWI_5xi04RkGdUBePluvOt7ll2ff1M9gqUZPzkpA63xXWPTm6GONvXtlL&policy_id=13&user_id=&request_id=3ca647c6-0e70-4ab3-b46c-3506bc3194e0; report-to csp-endpoint; object-src https://http2.mlstatic.com/ https://mlstaticquic-a.akamaihd.net/,Yes
mercadolibre.com.pe,c_ui-navigation,6.6.82,.www.mercadolibre.com.pe,/,1731047270,True,True,None,6,Tengine,max-age=15552000; includeSubDomains,No Data,script-src 'nonce-rAZgPHdY9ndsbBdfjdU6vg==' 'strict-dynamic' https: 'report-sample'; base-uri 'none'; report-uri https://events.mercadolibre.com/csp/reports?identifier=FVGBEH6AMJ2GWI_5xi04RkGdUBePluvOt7ll2ff1M9gqUZPzkpA63xXWPTm6GONvXtlL&policy_id=13&user_id=&request_id=3ca647c6-0e70-4ab3-b46c-3506bc3194e0; report-to csp-endpoint; object-src https://http2.mlstatic.com/ https://mlstaticquic-a.akamaihd.net/,Yes
mercadolibre.com.pe,_csrf,yBv6MOImH6lXHYFPQu4uZCbd,www.mercadolibre.com.pe,/,,True,True,None,24,Tengine,max-age=15552000; includeSubDomains,No Data,script-src 'nonce-rAZgPHdY9ndsbBdfjdU6vg==' 'strict-dynamic' https: 'report-sample'; base-uri 'none'; report-uri https://events.mercadolibre.com/csp/reports?identifier=FVGBEH6AMJ2GWI_5xi04RkGdUBePluvOt7ll2ff1M9gqUZPzkpA63xXWPTm6GONvXtlL&policy_id=13&user_id=&request_id=3ca647c6-0e70-4ab3-b46c-3506bc3194e0; report-to csp-endpoint; object-src https://http2.mlstatic.com/ https://mlstaticquic-a.akamaihd.net/,Yes
mercadolibre.com.pe,_d2id,ca7a2f2c-deb8-4e1f-8b6e-6fd17f31c51b-n,.mercadolibre.com.pe,/,1759991269,True,False,None,38,Tengine,max-age=15552000; includeSubDomains,No Data,script-src 'nonce-rAZgPHdY9ndsbBdfjdU6vg==' 'strict-dynamic' https: 'report-sample'; base-uri 'none'; report-uri https://events.mercadolibre.com/csp/reports?identifier=FVGBEH6AMJ2GWI_5xi04RkGdUBePluvOt7ll2ff1M9gqUZPzkpA63xXWPTm6GONvXtlL&policy_id=13&user_id=&request_id=3ca647c6-0e70-4ab3-b46c-3506bc3194e0; report-to csp-endpoint; object-src https://http2.mlstatic.com/ https://mlstaticquic-a.akamaihd.net/,Yes
promart.pe,tfpsi,64603b76-9e0c-443a-a500-ca3a0110ef38,.promart.pe,/,1728457076,False,False,Strict,36,No Data,max-age=15552000,No Data,upgrade-insecure-requests,Yes
promart.pe,_tt_enable_cookie,1,.promart.pe,/,1762151275,False,False,Lax,1,No Data,max-age=15552000,No Data,upgrade-insecure-requests,Yes
promart.pe,_conv_v,vi%3A1*sc%3A1*cs%3A1728455276*fs%3A1728455276*pv%3A1*exp%3A%7B1004104427.%7Bv.1-g.%7B%7D%7D%7D,.promart.pe,/,1744223275,False,False,Lax,94,No Data,max-age=15552000,No Data,upgrade-insecure-requests,Yes
promart.pe,_clsk,13p5ypq%7C1728455276722%7C1%7C0%7Cl.clarity.ms%2Fcollect,.promart.pe,/,1728541676,False,False,Lax,56,No Data,max-age=15552000,No Data,upgrade-insecure-requests,Yes
promart.pe,vtex_segment,eyJjYW1wYWlnbnMiOm51bGwsImNoYW5uZWwiOiIyIiwicHJpY2VUYWJsZXMiOm51bGwsInJlZ2lvbklkIjpudWxsLCJ1dG1fY2FtcGFpZ24iOm51bGwsInV0bV9zb3VyY2UiOm51bGwsInV0bWlfY2FtcGFpZ24iOm51bGwsImN1cnJlbmN5Q29kZSI6IlBFTiIsImN1cnJlbmN5U3ltYm9sIjoiUy8iLCJjb3VudHJ5Q29kZSI6IlBFUiIsImN1bHR1cmVJbmZvIjoiZXMtUEUiLCJjaGFubmVsUHJpdmFjeSI6InB1YmxpYyJ9,www.promart.pe,/,1728887275,True,True,Lax,316,No Data,max-age=15552000,No Data,upgrade-insecure-requests,Yes
promart.pe,vtex_session,eyJhbGciOiJFUzI1NiIsImtpZCI6IjRBOTJENzI3MDZEQzg2Q0ZGQzAzRTg5NTY2NjU3QjUyMzI1QjU4RTkiLCJ0eXAiOiJqd3QifQ.eyJhY2NvdW50LmlkIjoiYmM2YTcxYTgtOTQ3Yy00ZmViLWEwMDctZTQzNmRkYjNjZjZlIiwiaWQiOiIyZDFhN2QzYi0yMmMxLTQyYzUtYTMxZS0xOWM1ODMzYmUxM2MiLCJ2ZXJzaW9uIjoyLCJzdWIiOiJzZXNzaW9uIiwiYWNjb3VudCI6InNlc3Npb24iLCJleHAiOjE3MjkxNDY0NzUsImlhdCI6MTcyODQ1NTI3NSwiaXNzIjoidG9rZW4tZW1pdHRlciIsImp0aSI6IjJjODk2ZDAwLWMzMzQtNDQ3Yy1iNWZiLTRiZGU3MTgzNjc1YyJ9.v4bejXFRMjdSq9uw7v-ZHZ1pqI2H8Rh2mrnMAgZlx3ZsjiifzrEBTI_bKIoPFlktOeaaGnG5QH87vfRLbNbnqg,www.promart.pe,/,1728887275,True,True,Lax,518,No Data,max-age=15552000,No Data,upgrade-insecure-requests,Yes
promart.pe,clientiditc,DO1.755321602.1728455275110,www.promart.pe,/,1763015275,False,False,Lax,27,No Data,max-age=15552000,No Data,upgrade-insecure-requests,Yes
